Using cuda device
/root/autodl-tmp/projects/sb3/stable-baselines3-master/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Logging to outputs/stage1000_true_proposed_s8s9_independent_nenv32/runs/proposed_ppo_s8/tensorboard/proposed_ppo_s8_1
-----------------------------------------
| curriculum/                |          |
|    window_success          | 0.133       |
| paper/                     |             |
|    accel_variation         | 0.36        |
|    base_reward             | 373         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.317       |
|    lane_deviation          | 0.226       |
|    max_lane_deviation      | 0.811       |
|    mean_speed_kmh          | 16.8        |
|    min_ttc                 | 4.97        |
|    out_of_road             | 0           |
|    route_completion        | 0.706       |
|    shaped_reward           | 154         |
|    steering_variation      | 0.562       |
|    success                 | 0           |
|    ttc_risk                | 0.000183    |
| rollout/                   |             |
|    ep_len_mean             | 937         |
|    ep_rew_mean             | 70.5        |
|    success_rate            | 0.05        |
| time/                      |             |
|    fps                     | 574         |
|    iterations              | 21          |
|    time_elapsed            | 1196        |
|    total_timesteps         | 688128      |
| train/                     |             |
|    approx_kl               | 0.026045278 |
|    clip_fraction           | 0.204       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.95       |
|    explained_variance      | 0.374       |
|    learning_rate           | 0.0003      |
|    loss                    | 5.22        |
|    n_updates               | 200         |
|    policy_gradient_loss    | 0.00218     |
|    std                     | 0.637       |
|    value_loss              | 31.4        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.2         |
|    window_route_completion | 0.68        |
|    window_success          | 0.0333      |
| paper/                     |             |
|    accel_variation         | 0.385       |
|    base_reward             | 364         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.328       |
|    lane_deviation          | 0.242       |
|    max_lane_deviation      | 0.941       |
|    mean_speed_kmh          | 17          |
|    min_ttc                 | 5.48        |
|    out_of_road             | 0           |
|    route_completion        | 0.959       |
|    shaped_reward           | 152         |
|    steering_variation      | 0.549       |
|    success                 | 0           |
|    ttc_risk                | 8.61e-05    |
| rollout/                   |             |
|    ep_len_mean             | 944         |
|    ep_rew_mean             | 87          |
|    success_rate            | 0.06        |
| time/                      |             |
|    fps                     | 550         |
|    iterations              | 22          |
|    time_elapsed            | 1308        |
|    total_timesteps         | 720896      |
| train/                     |             |
|    approx_kl               | 0.012977919 |
|    clip_fraction           | 0.244       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.88       |
|    explained_variance      | 0.526       |
|    learning_rate           | 0.0003      |
|    loss                    | 4.61        |
|    n_updates               | 210         |
|    policy_gradient_loss    | 0.00794     |
|    std                     | 0.617       |
|    value_loss              | 16.2        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0           |
|    window_route_completion | 0.83        |
|    window_success          | 0.0667      |
| paper/                     |             |
|    accel_variation         | 0.414       |
|    base_reward             | 369         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.371       |
|    lane_deviation          | 0.277       |
|    max_lane_deviation      | 0.963       |
|    mean_speed_kmh          | 17.6        |
|    min_ttc                 | 4.89        |
|    out_of_road             | 0           |
|    route_completion        | 0.754       |
|    shaped_reward           | 131         |
|    steering_variation      | 0.596       |
|    success                 | 0           |
|    ttc_risk                | 0.00038     |
| rollout/                   |             |
|    ep_len_mean             | 954         |
|    ep_rew_mean             | 108         |
|    success_rate            | 0.07        |
| time/                      |             |
|    fps                     | 537         |
|    iterations              | 23          |
|    time_elapsed            | 1401        |
|    total_timesteps         | 753664      |
| train/                     |             |
|    approx_kl               | 0.028784117 |
|    clip_fraction           | 0.228       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.82       |
|    explained_variance      | 0.396       |
|    learning_rate           | 0.0003      |
|    loss                    | 24.7        |
|    n_updates               | 220         |
|    policy_gradient_loss    | 0.0046      |
|    std                     | 0.598       |
|    value_loss              | 28.5        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0           |
|    window_route_completion | 0.866       |
|    window_success          | 0.133       |
| paper/                     |             |
|    accel_variation         | 0.397       |
|    base_reward             | 334         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.354       |
|    lane_deviation          | 0.208       |
|    max_lane_deviation      | 0.839       |
|    mean_speed_kmh          | 14.6        |
|    min_ttc                 | 1.68        |
|    out_of_road             | 0           |
|    route_completion        | 0.846       |
|    shaped_reward           | 84.1        |
|    steering_variation      | 0.568       |
|    success                 | 0           |
|    ttc_risk                | 0.0145      |
| rollout/                   |             |
|    ep_len_mean             | 967         |
|    ep_rew_mean             | 121         |
|    success_rate            | 0.08        |
| time/                      |             |
|    fps                     | 518         |
|    iterations              | 24          |
|    time_elapsed            | 1516        |
|    total_timesteps         | 786432      |
| train/                     |             |
|    approx_kl               | 0.013507027 |
|    clip_fraction           | 0.222       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.75       |
|    explained_variance      | 0.469       |
|    learning_rate           | 0.0003      |
|    loss                    | 7.08        |
|    n_updates               | 230         |
|    policy_gradient_loss    | 0.00752     |
|    std                     | 0.581       |
|    value_loss              | 13.7        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0333      |
|    window_route_completion | 0.82        |
|    window_success          | 0.133       |
| paper/                     |             |
|    accel_variation         | 0.43        |
|    base_reward             | 393         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.382       |
|    lane_deviation          | 0.255       |
|    max_lane_deviation      | 0.999       |
|    mean_speed_kmh          | 18.2        |
|    min_ttc                 | 11          |
|    out_of_road             | 0           |
|    route_completion        | 0.784       |
|    shaped_reward           | 156         |
|    steering_variation      | 0.536       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 986         |
|    ep_rew_mean             | 152         |
|    success_rate            | 0.11        |
| time/                      |             |
|    fps                     | 496         |
|    iterations              | 25          |
|    time_elapsed            | 1650        |
|    total_timesteps         | 819200      |
| train/                     |             |
|    approx_kl               | 0.011571286 |
|    clip_fraction           | 0.207       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.7        |
|    explained_variance      | 0.621       |
|    learning_rate           | 0.0003      |
|    loss                    | 3.96        |
|    n_updates               | 240         |
|    policy_gradient_loss    | 0.00773     |
|    std                     | 0.564       |
|    value_loss              | 12.4        |
--------------------------------------------
------------------------------------------
| curriculum/                |           |
|    stage                   | 2         |
|    window_cost             | 0.167     |
|    window_route_completion | 0.827     |
|    window_success          | 0.2       |
| paper/                     |           |
|    accel_variation         | 0.434     |
|    base_reward             | 419       |
|    collision               | 0         |
|    crash_object            | 0         |
|    crash_vehicle           | 0         |
|    episode_cost            | 0         |
|    episode_length          | 978       |
|    jerk                    | 0.386     |
|    lane_deviation          | 0.231     |
|    max_lane_deviation      | 0.927     |
|    mean_speed_kmh          | 18.4      |
|    min_ttc                 | 11.8      |
|    out_of_road             | 0         |
|    route_completion        | 0.991     |
|    shaped_reward           | 236       |
|    steering_variation      | 0.531     |
|    success                 | 1         |
|    ttc_risk                | 0         |
| rollout/                   |           |
|    ep_len_mean             | 951       |
|    ep_rew_mean             | 146       |
|    success_rate            | 0.14      |
| time/                      |           |
|    fps                     | 480       |
|    iterations              | 26        |
|    time_elapsed            | 1772      |
|    total_timesteps         | 851968    |
| train/                     |           |
|    approx_kl               | 0.0496438 |
|    clip_fraction           | 0.254     |
|    clip_range              | 0.2       |
|    entropy_loss            | -1.64     |
|    explained_variance      | 0.568     |
|    learning_rate           | 0.0003    |
|    loss                    | 18        |
|    n_updates               | 250       |
|    policy_gradient_loss    | 0.0114    |
|    std                     | 0.551     |
|    value_loss              | 11.3      |
------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0667      |
|    window_route_completion | 0.835       |
|    window_success          | 0.2         |
| paper/                     |             |
|    accel_variation         | 0.471       |
|    base_reward             | 460         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.422       |
|    lane_deviation          | 0.15        |
|    max_lane_deviation      | 0.555       |
|    mean_speed_kmh          | 18.8        |
|    min_ttc                 | 3.14        |
|    out_of_road             | 0           |
|    route_completion        | 0.886       |
|    shaped_reward           | 221         |
|    steering_variation      | 0.511       |
|    success                 | 0           |
|    ttc_risk                | 0.00131     |
| rollout/                   |             |
|    ep_len_mean             | 936         |
|    ep_rew_mean             | 152         |
|    success_rate            | 0.17        |
| time/                      |             |
|    fps                     | 466         |
|    iterations              | 27          |
|    time_elapsed            | 1897        |
|    total_timesteps         | 884736      |
| train/                     |             |
|    approx_kl               | 0.018292602 |
|    clip_fraction           | 0.157       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.61       |
|    explained_variance      | 0.335       |
|    learning_rate           | 0.0003      |
|    loss                    | 3.29        |
|    n_updates               | 260         |
|    policy_gradient_loss    | -0.000727   |
|    std                     | 0.54        |
|    value_loss              | 38.1        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0333      |
|    window_route_completion | 0.876       |
|    window_success          | 0.3         |
| paper/                     |             |
|    accel_variation         | 0.438       |
|    base_reward             | 432         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 987         |
|    jerk                    | 0.391       |
|    lane_deviation          | 0.189       |
|    max_lane_deviation      | 0.674       |
|    mean_speed_kmh          | 17.9        |
|    min_ttc                 | 1.54        |
|    out_of_road             | 0           |
|    route_completion        | 0.99        |
|    shaped_reward           | 238         |
|    steering_variation      | 0.519       |
|    success                 | 1           |
|    ttc_risk                | 0.00422     |
| rollout/                   |             |
|    ep_len_mean             | 929         |
|    ep_rew_mean             | 158         |
|    success_rate            | 0.22        |
| time/                      |             |
|    fps                     | 456         |
|    iterations              | 28          |
|    time_elapsed            | 2010        |
|    total_timesteps         | 917504      |
| train/                     |             |
|    approx_kl               | 0.020191416 |
|    clip_fraction           | 0.272       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.54       |
|    explained_variance      | 0.662       |
|    learning_rate           | 0.0003      |
|    loss                    | 6.29        |
|    n_updates               | 270         |
|    policy_gradient_loss    | 0.0121      |
|    std                     | 0.526       |
|    value_loss              | 12.1        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0667      |
|    window_route_completion | 0.904       |
|    window_success          | 0.367       |
| paper/                     |             |
|    accel_variation         | 0.461       |
|    base_reward             | 435         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.412       |
|    lane_deviation          | 0.183       |
|    max_lane_deviation      | 0.706       |
|    mean_speed_kmh          | 18.5        |
|    min_ttc                 | 1.77        |
|    out_of_road             | 0           |
|    route_completion        | 0.937       |
|    shaped_reward           | 187         |
|    steering_variation      | 0.488       |
|    success                 | 0           |
|    ttc_risk                | 0.00522     |
| rollout/                   |             |
|    ep_len_mean             | 939         |
|    ep_rew_mean             | 181         |
|    success_rate            | 0.29        |
| time/                      |             |
|    fps                     | 443         |
|    iterations              | 29          |
|    time_elapsed            | 2140        |
|    total_timesteps         | 950272      |
| train/                     |             |
|    approx_kl               | 0.019173546 |
|    clip_fraction           | 0.205       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.5        |
|    explained_variance      | 0.73        |
|    learning_rate           | 0.0003      |
|    loss                    | 4.2         |
|    n_updates               | 280         |
|    policy_gradient_loss    | 0.00351     |
|    std                     | 0.513       |
|    value_loss              | 11.4        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.167       |
|    window_route_completion | 0.843       |
|    window_success          | 0.233       |
| paper/                     |             |
|    accel_variation         | 0.465       |
|    base_reward             | 370         |
|    collision               | 1           |
|    crash_object            | 0           |
|    crash_vehicle           | 1           |
|    episode_cost            | 1           |
|    episode_length          | 975         |
|    jerk                    | 0.434       |
|    lane_deviation          | 0.27        |
|    max_lane_deviation      | 0.966       |
|    mean_speed_kmh          | 18.7        |
|    min_ttc                 | 4.79        |
|    out_of_road             | 0           |
|    route_completion        | 0.855       |
|    shaped_reward           | 11.5        |
|    steering_variation      | 0.476       |
|    success                 | 0           |
|    ttc_risk                | 0.000293    |
| rollout/                   |             |
|    ep_len_mean             | 931         |
|    ep_rew_mean             | 183         |
|    success_rate            | 0.32        |
| time/                      |             |
|    fps                     | 434         |
|    iterations              | 30          |
|    time_elapsed            | 2259        |
|    total_timesteps         | 983040      |
| train/                     |             |
|    approx_kl               | 0.013928214 |
|    clip_fraction           | 0.185       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.45       |
|    explained_variance      | 0.69        |
|    learning_rate           | 0.0003      |
|    loss                    | 5.73        |
|    n_updates               | 290         |
|    policy_gradient_loss    | 0.00199     |
|    std                     | 0.505       |
|    value_loss              | 21.7        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0667      |
|    window_route_completion | 0.886       |
|    window_success          | 0.367       |
| paper/                     |             |
|    accel_variation         | 0.509       |
|    base_reward             | 356         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 814         |
|    jerk                    | 0.438       |
|    lane_deviation          | 0.248       |
|    max_lane_deviation      | 0.877       |
|    mean_speed_kmh          | 19          |
|    min_ttc                 | 4.48        |
|    out_of_road             | 0           |
|    route_completion        | 0.989       |
|    shaped_reward           | 207         |
|    steering_variation      | 0.463       |
|    success                 | 1           |
|    ttc_risk                | 0.00072     |
| rollout/                   |             |
|    ep_len_mean             | 923         |
|    ep_rew_mean             | 184         |
|    success_rate            | 0.35        |
| time/                      |             |
|    fps                     | 436         |
|    iterations              | 31          |
|    time_elapsed            | 2326        |
|    total_timesteps         | 1015808     |
| train/                     |             |
|    approx_kl               | 0.018341191 |
|    clip_fraction           | 0.219       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.41       |
|    explained_variance      | 0.613       |
|    learning_rate           | 0.0003      |
|    loss                    | 7.62        |
|    n_updates               | 300         |
|    policy_gradient_loss    | 0.00521     |
|    std                     | 0.496       |
|    value_loss              | 24.4        |
--------------------------------------------
Wrapping the env in a DummyVecEnv.
/root/autodl-tmp/projects/sb3/stable-baselines3-master/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Wrapping the env in a DummyVecEnv.
Wrapping the env in a DummyVecEnv.
                       seed  success  route_completion  collision  out_of_road  cost      reward  shaped_reward  episode_length      speed  lane_deviation  steering_variation  accel_variation  ttc_risk   min_ttc
variant  algo density                                                                                                                                                                                              
proposed ppo  0.00      8.5     0.84          0.974783       0.00         0.00  0.00  454.180161     256.556635          972.00  20.250362        0.240715            0.016782         0.228185  0.000000       NaN
              0.08      8.5     0.71          0.921962       0.12         0.00  0.12  421.681098     204.033507          928.20  20.020729        0.249154            0.021812         0.231489  0.002738  8.284817
              0.15      8.5     0.53          0.794452       0.34         0.03  0.37  332.896918      68.929826          849.46  18.430388        0.291755            0.032059         0.269942  0.010374  2.539765
curve_source=tensorboard
saved_summary=outputs/stage1000_true_proposed_s8s9_independent_nenv32/evaluations/summary.csv
saved_figures=outputs/stage1000_true_proposed_s8s9_independent_nenv32/figures
saved_report=outputs/stage1000_true_proposed_s8s9_independent_nenv32/运行记录.md
