Using cuda device
/root/autodl-tmp/projects/sb3/stable-baselines3-master/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Logging to outputs/stage1000_true_proposed_s8s9_independent_nenv32/runs/proposed_ppo_s9/tensorboard/proposed_ppo_s9_1
-----------------------------------------
| curriculum/                |          |
|    window_route_completion | 0.652      |
|    window_success          | 0.0667     |
| paper/                     |            |
|    accel_variation         | 0.263      |
|    base_reward             | 21.2       |
|    collision               | 0          |
|    crash_object            | 0          |
|    crash_vehicle           | 0          |
|    episode_cost            | 1          |
|    episode_length          | 109        |
|    jerk                    | 0.275      |
|    lane_deviation          | 0.252      |
|    max_lane_deviation      | 1.1        |
|    mean_speed_kmh          | 15.6       |
|    min_ttc                 | nan        |
|    out_of_road             | 1          |
|    route_completion        | 0.0743     |
|    shaped_reward           | -124       |
|    steering_variation      | 0.554      |
|    success                 | 0          |
|    ttc_risk                | 0          |
| rollout/                   |            |
|    ep_len_mean             | 867        |
|    ep_rew_mean             | 33.2       |
|    success_rate            | 0.03       |
| time/                      |            |
|    fps                     | 548        |
|    iterations              | 21         |
|    time_elapsed            | 1255       |
|    total_timesteps         | 688128     |
| train/                     |            |
|    approx_kl               | 0.01827778 |
|    clip_fraction           | 0.174      |
|    clip_range              | 0.2        |
|    entropy_loss            | -1.96      |
|    explained_variance      | 0.267      |
|    learning_rate           | 0.0003     |
|    loss                    | 29.5       |
|    n_updates               | 200        |
|    policy_gradient_loss    | -0.00247   |
|    std                     | 0.638      |
|    value_loss              | 55.8       |
-------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.2         |
|    window_route_completion | 0.741       |
|    window_success          | 0.133       |
| paper/                     |             |
|    accel_variation         | 0.419       |
|    base_reward             | 382         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.363       |
|    lane_deviation          | 0.254       |
|    max_lane_deviation      | 0.773       |
|    mean_speed_kmh          | 17.8        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.943       |
|    shaped_reward           | 161         |
|    steering_variation      | 0.544       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 871         |
|    ep_rew_mean             | 37.1        |
|    success_rate            | 0.06        |
| time/                      |             |
|    fps                     | 528         |
|    iterations              | 22          |
|    time_elapsed            | 1364        |
|    total_timesteps         | 720896      |
| train/                     |             |
|    approx_kl               | 0.014844095 |
|    clip_fraction           | 0.199       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.91       |
|    explained_variance      | 0.443       |
|    learning_rate           | 0.0003      |
|    loss                    | 25.7        |
|    n_updates               | 210         |
|    policy_gradient_loss    | 0.00179     |
|    std                     | 0.626       |
|    value_loss              | 64.7        |
--------------------------------------------
-------------------------------------------
| curriculum/                |            |
|    stage                   | 2          |
|    window_cost             | 0.0333     |
|    window_route_completion | 0.769      |
|    window_success          | 0.0333     |
| paper/                     |            |
|    accel_variation         | 0.366      |
|    base_reward             | 327        |
|    collision               | 0          |
|    crash_object            | 0          |
|    crash_vehicle           | 0          |
|    episode_cost            | 0          |
|    episode_length          | 1000       |
|    jerk                    | 0.325      |
|    lane_deviation          | 0.215      |
|    max_lane_deviation      | 0.715      |
|    mean_speed_kmh          | 14.9       |
|    min_ttc                 | 0.702      |
|    out_of_road             | 0          |
|    route_completion        | 0.637      |
|    shaped_reward           | -3.9       |
|    steering_variation      | 0.57       |
|    success                 | 0          |
|    ttc_risk                | 0.0315     |
| rollout/                   |            |
|    ep_len_mean             | 920        |
|    ep_rew_mean             | 59.2       |
|    success_rate            | 0.07       |
| time/                      |            |
|    fps                     | 515        |
|    iterations              | 23         |
|    time_elapsed            | 1461       |
|    total_timesteps         | 753664     |
| train/                     |            |
|    approx_kl               | 0.03068227 |
|    clip_fraction           | 0.261      |
|    clip_range              | 0.2        |
|    entropy_loss            | -1.86      |
|    explained_variance      | 0.437      |
|    learning_rate           | 0.0003     |
|    loss                    | 8.71       |
|    n_updates               | 220        |
|    policy_gradient_loss    | 0.00866    |
|    std                     | 0.612      |
|    value_loss              | 36.6       |
-------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0333      |
|    window_route_completion | 0.769       |
|    window_success          | 0.0333      |
| paper/                     |             |
|    accel_variation         | 0.395       |
|    base_reward             | 363         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.348       |
|    lane_deviation          | 0.216       |
|    max_lane_deviation      | 0.877       |
|    mean_speed_kmh          | 16.6        |
|    min_ttc                 | 4.83        |
|    out_of_road             | 0           |
|    route_completion        | 0.905       |
|    shaped_reward           | 159         |
|    steering_variation      | 0.544       |
|    success                 | 0           |
|    ttc_risk                | 0.000508    |
| rollout/                   |             |
|    ep_len_mean             | 958         |
|    ep_rew_mean             | 92.9        |
|    success_rate            | 0.07        |
| time/                      |             |
|    fps                     | 499         |
|    iterations              | 24          |
|    time_elapsed            | 1575        |
|    total_timesteps         | 786432      |
| train/                     |             |
|    approx_kl               | 0.018757906 |
|    clip_fraction           | 0.271       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.79       |
|    explained_variance      | 0.456       |
|    learning_rate           | 0.0003      |
|    loss                    | 2.35        |
|    n_updates               | 230         |
|    policy_gradient_loss    | 0.00592     |
|    std                     | 0.593       |
|    value_loss              | 14.5        |
--------------------------------------------
------------------------------------------
| curriculum/                |           |
|    stage                   | 2         |
|    window_cost             | 0.4       |
|    window_route_completion | 0.688     |
|    window_success          | 0.2       |
| paper/                     |           |
|    accel_variation         | 0.429     |
|    base_reward             | 306       |
|    collision               | 0         |
|    crash_object            | 0         |
|    crash_vehicle           | 0         |
|    episode_cost            | 0         |
|    episode_length          | 1000      |
|    jerk                    | 0.372     |
|    lane_deviation          | 0.312     |
|    max_lane_deviation      | 0.972     |
|    mean_speed_kmh          | 17        |
|    min_ttc                 | 4.82      |
|    out_of_road             | 0         |
|    route_completion        | 0.711     |
|    shaped_reward           | 90.7      |
|    steering_variation      | 0.492     |
|    success                 | 0         |
|    ttc_risk                | 0.000197  |
| rollout/                   |           |
|    ep_len_mean             | 904       |
|    ep_rew_mean             | 71.9      |
|    success_rate            | 0.08      |
| time/                      |           |
|    fps                     | 485       |
|    iterations              | 25        |
|    time_elapsed            | 1688      |
|    total_timesteps         | 819200    |
| train/                     |           |
|    approx_kl               | 0.1721225 |
|    clip_fraction           | 0.282     |
|    clip_range              | 0.2       |
|    entropy_loss            | -1.72     |
|    explained_variance      | 0.487     |
|    learning_rate           | 0.0003    |
|    loss                    | 4.47      |
|    n_updates               | 240       |
|    policy_gradient_loss    | 0.0129    |
|    std                     | 0.577     |
|    value_loss              | 9.86      |
------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.467       |
|    window_route_completion | 0.672       |
|    window_success          | 0.133       |
| paper/                     |             |
|    accel_variation         | 0.409       |
|    base_reward             | 334         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.386       |
|    lane_deviation          | 0.322       |
|    max_lane_deviation      | 1.11        |
|    mean_speed_kmh          | 18.5        |
|    min_ttc                 | 10.3        |
|    out_of_road             | 0           |
|    route_completion        | 0.799       |
|    shaped_reward           | 96.9        |
|    steering_variation      | 0.506       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 817         |
|    ep_rew_mean             | 41.9        |
|    success_rate            | 0.12        |
| time/                      |             |
|    fps                     | 480         |
|    iterations              | 26          |
|    time_elapsed            | 1772        |
|    total_timesteps         | 851968      |
| train/                     |             |
|    approx_kl               | 0.011023102 |
|    clip_fraction           | 0.132       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.71       |
|    explained_variance      | 0.253       |
|    learning_rate           | 0.0003      |
|    loss                    | 21.7        |
|    n_updates               | 250         |
|    policy_gradient_loss    | -0.00413    |
|    std                     | 0.574       |
|    value_loss              | 87.3        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.167       |
|    window_route_completion | 0.794       |
|    window_success          | 0.167       |
| paper/                     |             |
|    accel_variation         | 0.485       |
|    base_reward             | 367         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.412       |
|    lane_deviation          | 0.264       |
|    max_lane_deviation      | 0.901       |
|    mean_speed_kmh          | 18.3        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.928       |
|    shaped_reward           | 145         |
|    steering_variation      | 0.487       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 825         |
|    ep_rew_mean             | 51.5        |
|    success_rate            | 0.18        |
| time/                      |             |
|    fps                     | 475         |
|    iterations              | 27          |
|    time_elapsed            | 1861        |
|    total_timesteps         | 884736      |
| train/                     |             |
|    approx_kl               | 0.012297891 |
|    clip_fraction           | 0.14        |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.69       |
|    explained_variance      | 0.271       |
|    learning_rate           | 0.0003      |
|    loss                    | 38.5        |
|    n_updates               | 260         |
|    policy_gradient_loss    | -0.00319    |
|    std                     | 0.566       |
|    value_loss              | 86.2        |
--------------------------------------------
-------------------------------------------
| curriculum/                |            |
|    stage                   | 2          |
|    window_cost             | 0.1        |
|    window_route_completion | 0.845      |
|    window_success          | 0.167      |
| paper/                     |            |
|    accel_variation         | 0.41       |
|    base_reward             | 350        |
|    collision               | 0          |
|    crash_object            | 0          |
|    crash_vehicle           | 0          |
|    episode_cost            | 0          |
|    episode_length          | 1000       |
|    jerk                    | 0.39       |
|    lane_deviation          | 0.341      |
|    max_lane_deviation      | 0.996      |
|    mean_speed_kmh          | 18.5       |
|    min_ttc                 | 5.95       |
|    out_of_road             | 0          |
|    route_completion        | 0.864      |
|    shaped_reward           | 101        |
|    steering_variation      | 0.51       |
|    success                 | 0          |
|    ttc_risk                | 7.61e-06   |
| rollout/                   |            |
|    ep_len_mean             | 864        |
|    ep_rew_mean             | 79.3       |
|    success_rate            | 0.16       |
| time/                      |            |
|    fps                     | 468        |
|    iterations              | 28         |
|    time_elapsed            | 1957       |
|    total_timesteps         | 917504     |
| train/                     |            |
|    approx_kl               | 0.03923107 |
|    clip_fraction           | 0.194      |
|    clip_range              | 0.2        |
|    entropy_loss            | -1.65      |
|    explained_variance      | 0.496      |
|    learning_rate           | 0.0003     |
|    loss                    | 21.1       |
|    n_updates               | 270        |
|    policy_gradient_loss    | 0.0015     |
|    std                     | 0.556      |
|    value_loss              | 40.3       |
-------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.4         |
|    window_route_completion | 0.623       |
|    window_success          | 0.2         |
| paper/                     |             |
|    accel_variation         | 0.467       |
|    base_reward             | 104         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 1           |
|    episode_length          | 425         |
|    jerk                    | 0.415       |
|    lane_deviation          | 0.384       |
|    max_lane_deviation      | 1.05        |
|    mean_speed_kmh          | 18.9        |
|    min_ttc                 | 15.4        |
|    out_of_road             | 1           |
|    route_completion        | 0.369       |
|    shaped_reward           | -114        |
|    steering_variation      | 0.466       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 840         |
|    ep_rew_mean             | 69.7        |
|    success_rate            | 0.17        |
| time/                      |             |
|    fps                     | 454         |
|    iterations              | 29          |
|    time_elapsed            | 2090        |
|    total_timesteps         | 950272      |
| train/                     |             |
|    approx_kl               | 0.047648568 |
|    clip_fraction           | 0.275       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.6        |
|    explained_variance      | 0.455       |
|    learning_rate           | 0.0003      |
|    loss                    | 5.66        |
|    n_updates               | 280         |
|    policy_gradient_loss    | 0.00926     |
|    std                     | 0.543       |
|    value_loss              | 23.9        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.333       |
|    window_route_completion | 0.777       |
|    window_success          | 0.3         |
| paper/                     |             |
|    accel_variation         | 0.473       |
|    base_reward             | 243         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.423       |
|    lane_deviation          | 0.411       |
|    max_lane_deviation      | 1.29        |
|    mean_speed_kmh          | 18.5        |
|    min_ttc                 | 8.12        |
|    out_of_road             | 0           |
|    route_completion        | 0.881       |
|    shaped_reward           | 25.8        |
|    steering_variation      | 0.474       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 810         |
|    ep_rew_mean             | 51          |
|    success_rate            | 0.23        |
| time/                      |             |
|    fps                     | 443         |
|    iterations              | 30          |
|    time_elapsed            | 2217        |
|    total_timesteps         | 983040      |
| train/                     |             |
|    approx_kl               | 0.016586693 |
|    clip_fraction           | 0.157       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.57       |
|    explained_variance      | 0.337       |
|    learning_rate           | 0.0003      |
|    loss                    | 13.3        |
|    n_updates               | 290         |
|    policy_gradient_loss    | -0.00321    |
|    std                     | 0.538       |
|    value_loss              | 86.3        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.533       |
|    window_route_completion | 0.656       |
|    window_success          | 0.167       |
| paper/                     |             |
|    accel_variation         | 0.458       |
|    base_reward             | 246         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 1           |
|    episode_length          | 914         |
|    jerk                    | 0.397       |
|    lane_deviation          | 0.362       |
|    max_lane_deviation      | 1.13        |
|    mean_speed_kmh          | 18.3        |
|    min_ttc                 | 7.1         |
|    out_of_road             | 1           |
|    route_completion        | 0.944       |
|    shaped_reward           | -72         |
|    steering_variation      | 0.454       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 770         |
|    ep_rew_mean             | 7.62        |
|    success_rate            | 0.19        |
| time/                      |             |
|    fps                     | 439         |
|    iterations              | 31          |
|    time_elapsed            | 2309        |
|    total_timesteps         | 1015808     |
| train/                     |             |
|    approx_kl               | 0.016383778 |
|    clip_fraction           | 0.175       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.55       |
|    explained_variance      | 0.502       |
|    learning_rate           | 0.0003      |
|    loss                    | 21.5        |
|    n_updates               | 300         |
|    policy_gradient_loss    | 2.08e-05    |
|    std                     | 0.532       |
|    value_loss              | 63.6        |
--------------------------------------------
Wrapping the env in a DummyVecEnv.
/root/autodl-tmp/projects/sb3/stable-baselines3-master/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Wrapping the env in a DummyVecEnv.
Wrapping the env in a DummyVecEnv.
                       seed  success  route_completion  collision  out_of_road  cost      reward  shaped_reward  episode_length      speed  lane_deviation  steering_variation  accel_variation  ttc_risk   min_ttc
variant  algo density                                                                                                                                                                                              
proposed ppo  0.00      8.5     0.84          0.974783       0.00         0.00  0.00  454.180161     256.556635          972.00  20.250362        0.240715            0.016782         0.228185  0.000000       NaN
              0.08      8.5     0.71          0.921962       0.12         0.00  0.12  421.681098     204.033507          928.20  20.020729        0.249154            0.021812         0.231489  0.002738  8.284817
              0.15      8.5     0.53          0.794452       0.34         0.03  0.37  332.896918      68.929826          849.46  18.430388        0.291755            0.032059         0.269942  0.010374  2.539765
curve_source=tensorboard
saved_summary=outputs/stage1000_true_proposed_s8s9_independent_nenv32/evaluations/summary.csv
saved_figures=outputs/stage1000_true_proposed_s8s9_independent_nenv32/figures
saved_report=outputs/stage1000_true_proposed_s8s9_independent_nenv32/运行记录.md
