Using cuda device
/root/autodl-tmp/projects/sb3/stable-baselines3-master/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Logging to outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s20/tensorboard/proposed_ppo_s20_1
-----------------------------------------
| curriculum/                |          |
|    accel_variation         | 0.39        |
|    base_reward             | 281         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.347       |
|    lane_deviation          | 0.213       |
|    max_lane_deviation      | 0.86        |
|    mean_speed_kmh          | 12.6        |
|    min_ttc                 | 6.42        |
|    out_of_road             | 0           |
|    route_completion        | 0.715       |
|    shaped_reward           | 110         |
|    steering_variation      | 0.599       |
|    success                 | 0           |
|    ttc_risk                | 0.000453    |
| rollout/                   |             |
|    ep_len_mean             | 958         |
|    ep_rew_mean             | -17.2       |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 621         |
|    iterations              | 21          |
|    time_elapsed            | 1107        |
|    total_timesteps         | 688128      |
| train/                     |             |
|    approx_kl               | 0.011934039 |
|    clip_fraction           | 0.165       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2          |
|    explained_variance      | 0.401       |
|    learning_rate           | 0.0003      |
|    loss                    | 13          |
|    n_updates               | 200         |
|    policy_gradient_loss    | 0.000619    |
|    std                     | 0.654       |
|    value_loss              | 50.7        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.133       |
|    window_route_completion | 0.625       |
|    window_success          | 0.0333      |
| paper/                     |             |
|    accel_variation         | 0.401       |
|    base_reward             | 264         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.328       |
|    lane_deviation          | 0.293       |
|    max_lane_deviation      | 0.995       |
|    mean_speed_kmh          | 13.1        |
|    min_ttc                 | 16.2        |
|    out_of_road             | 0           |
|    route_completion        | 0.502       |
|    shaped_reward           | 65.4        |
|    steering_variation      | 0.583       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 958         |
|    ep_rew_mean             | 9.6         |
|    success_rate            | 0.01        |
| time/                      |             |
|    fps                     | 624         |
|    iterations              | 22          |
|    time_elapsed            | 1154        |
|    total_timesteps         | 720896      |
| train/                     |             |
|    approx_kl               | 0.049720064 |
|    clip_fraction           | 0.235       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.96       |
|    explained_variance      | 0.451       |
|    learning_rate           | 0.0003      |
|    loss                    | 33.8        |
|    n_updates               | 210         |
|    policy_gradient_loss    | 0.00517     |
|    std                     | 0.642       |
|    value_loss              | 46.8        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0667      |
|    window_route_completion | 0.652       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.381       |
|    base_reward             | 243         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.325       |
|    lane_deviation          | 0.239       |
|    max_lane_deviation      | 1.03        |
|    mean_speed_kmh          | 11.3        |
|    min_ttc                 | 0.00889     |
|    out_of_road             | 0           |
|    route_completion        | 0.603       |
|    shaped_reward           | -320        |
|    steering_variation      | 0.576       |
|    success                 | 0           |
|    ttc_risk                | 0.0647      |
| rollout/                   |             |
|    ep_len_mean             | 965         |
|    ep_rew_mean             | 18          |
|    success_rate            | 0.01        |
| time/                      |             |
|    fps                     | 629         |
|    iterations              | 23          |
|    time_elapsed            | 1196        |
|    total_timesteps         | 753664      |
| train/                     |             |
|    approx_kl               | 0.015613202 |
|    clip_fraction           | 0.194       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.92       |
|    explained_variance      | 0.576       |
|    learning_rate           | 0.0003      |
|    loss                    | 36.7        |
|    n_updates               | 220         |
|    policy_gradient_loss    | 0.00254     |
|    std                     | 0.624       |
|    value_loss              | 46.9        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.267       |
|    window_route_completion | 0.697       |
|    window_success          | 0.0333      |
| paper/                     |             |
|    accel_variation         | 0.406       |
|    base_reward             | 217         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 1           |
|    episode_length          | 719         |
|    jerk                    | 0.36        |
|    lane_deviation          | 0.298       |
|    max_lane_deviation      | 1.25        |
|    mean_speed_kmh          | 15.8        |
|    min_ttc                 | nan         |
|    out_of_road             | 1           |
|    route_completion        | 0.545       |
|    shaped_reward           | -88.2       |
|    steering_variation      | 0.587       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 959         |
|    ep_rew_mean             | 22.8        |
|    success_rate            | 0.02        |
| time/                      |             |
|    fps                     | 635         |
|    iterations              | 24          |
|    time_elapsed            | 1237        |
|    total_timesteps         | 786432      |
| train/                     |             |
|    approx_kl               | 0.020572029 |
|    clip_fraction           | 0.197       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.88       |
|    explained_variance      | 0.699       |
|    learning_rate           | 0.0003      |
|    loss                    | 5.23        |
|    n_updates               | 230         |
|    policy_gradient_loss    | 0.00403     |
|    std                     | 0.617       |
|    value_loss              | 43.9        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.233       |
|    window_route_completion | 0.699       |
|    window_success          | 0.0333      |
| paper/                     |             |
|    accel_variation         | 0.381       |
|    base_reward             | 155         |
|    collision               | 1           |
|    crash_object            | 0           |
|    crash_vehicle           | 1           |
|    episode_cost            | 1           |
|    episode_length          | 525         |
|    jerk                    | 0.35        |
|    lane_deviation          | 0.219       |
|    max_lane_deviation      | 0.751       |
|    mean_speed_kmh          | 13.9        |
|    min_ttc                 | 0.766       |
|    out_of_road             | 0           |
|    route_completion        | 0.45        |
|    shaped_reward           | -143        |
|    steering_variation      | 0.576       |
|    success                 | 0           |
|    ttc_risk                | 0.0149      |
| rollout/                   |             |
|    ep_len_mean             | 943         |
|    ep_rew_mean             | 29          |
|    success_rate            | 0.02        |
| time/                      |             |
|    fps                     | 639         |
|    iterations              | 25          |
|    time_elapsed            | 1280        |
|    total_timesteps         | 819200      |
| train/                     |             |
|    approx_kl               | 0.010536244 |
|    clip_fraction           | 0.175       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.85       |
|    explained_variance      | 0.545       |
|    learning_rate           | 0.0003      |
|    loss                    | 36.6        |
|    n_updates               | 240         |
|    policy_gradient_loss    | 0.0024      |
|    std                     | 0.609       |
|    value_loss              | 75.1        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0333      |
|    window_route_completion | 0.752       |
|    window_success          | 0.0667      |
| paper/                     |             |
|    accel_variation         | 0.411       |
|    base_reward             | 341         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 906         |
|    jerk                    | 0.362       |
|    lane_deviation          | 0.224       |
|    max_lane_deviation      | 0.968       |
|    mean_speed_kmh          | 16.1        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.988       |
|    shaped_reward           | 213         |
|    steering_variation      | 0.544       |
|    success                 | 1           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 945         |
|    ep_rew_mean             | 56.2        |
|    success_rate            | 0.04        |
| time/                      |             |
|    fps                     | 644         |
|    iterations              | 26          |
|    time_elapsed            | 1322        |
|    total_timesteps         | 851968      |
| train/                     |             |
|    approx_kl               | 0.013291261 |
|    clip_fraction           | 0.232       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.81       |
|    explained_variance      | 0.447       |
|    learning_rate           | 0.0003      |
|    loss                    | 23.6        |
|    n_updates               | 250         |
|    policy_gradient_loss    | 0.0053      |
|    std                     | 0.594       |
|    value_loss              | 54.3        |
--------------------------------------------
-------------------------------------------
| curriculum/                |            |
|    stage                   | 2          |
|    window_cost             | 0.167      |
|    window_route_completion | 0.746      |
|    window_success          | 0          |
| paper/                     |            |
|    accel_variation         | 0.445      |
|    base_reward             | 376        |
|    collision               | 0          |
|    crash_object            | 0          |
|    crash_vehicle           | 0          |
|    episode_cost            | 0          |
|    episode_length          | 1000       |
|    jerk                    | 0.384      |
|    lane_deviation          | 0.212      |
|    max_lane_deviation      | 0.75       |
|    mean_speed_kmh          | 16.5       |
|    min_ttc                 | 21.1       |
|    out_of_road             | 0          |
|    route_completion        | 0.843      |
|    shaped_reward           | 170        |
|    steering_variation      | 0.55       |
|    success                 | 0          |
|    ttc_risk                | 0          |
| rollout/                   |            |
|    ep_len_mean             | 948        |
|    ep_rew_mean             | 73.6       |
|    success_rate            | 0.03       |
| time/                      |            |
|    fps                     | 648        |
|    iterations              | 27         |
|    time_elapsed            | 1363       |
|    total_timesteps         | 884736     |
| train/                     |            |
|    approx_kl               | 0.02333356 |
|    clip_fraction           | 0.197      |
|    clip_range              | 0.2        |
|    entropy_loss            | -1.75      |
|    explained_variance      | 0.725      |
|    learning_rate           | 0.0003     |
|    loss                    | 8.39       |
|    n_updates               | 260        |
|    policy_gradient_loss    | 0.00255    |
|    std                     | 0.579      |
|    value_loss              | 29.7       |
-------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.2         |
|    window_route_completion | 0.812       |
|    window_success          | 0.267       |
| paper/                     |             |
|    accel_variation         | 0.461       |
|    base_reward             | 376         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.412       |
|    lane_deviation          | 0.211       |
|    max_lane_deviation      | 0.815       |
|    mean_speed_kmh          | 16.8        |
|    min_ttc                 | 7.43        |
|    out_of_road             | 0           |
|    route_completion        | 0.599       |
|    shaped_reward           | 160         |
|    steering_variation      | 0.541       |
|    success                 | 0           |
|    ttc_risk                | 0.000142    |
| rollout/                   |             |
|    ep_len_mean             | 955         |
|    ep_rew_mean             | 89          |
|    success_rate            | 0.1         |
| time/                      |             |
|    fps                     | 652         |
|    iterations              | 28          |
|    time_elapsed            | 1405        |
|    total_timesteps         | 917504      |
| train/                     |             |
|    approx_kl               | 0.011610541 |
|    clip_fraction           | 0.158       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.71       |
|    explained_variance      | 0.561       |
|    learning_rate           | 0.0003      |
|    loss                    | 35.4        |
|    n_updates               | 270         |
|    policy_gradient_loss    | 0.00128     |
|    std                     | 0.568       |
|    value_loss              | 63.2        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.133       |
|    window_route_completion | 0.728       |
|    window_success          | 0.0333      |
| paper/                     |             |
|    accel_variation         | 0.408       |
|    base_reward             | 321         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.368       |
|    lane_deviation          | 0.249       |
|    max_lane_deviation      | 1.04        |
|    mean_speed_kmh          | 14.9        |
|    min_ttc                 | 0.979       |
|    out_of_road             | 0           |
|    route_completion        | 0.87        |
|    shaped_reward           | -117        |
|    steering_variation      | 0.529       |
|    success                 | 0           |
|    ttc_risk                | 0.0394      |
| rollout/                   |             |
|    ep_len_mean             | 955         |
|    ep_rew_mean             | 75.1        |
|    success_rate            | 0.1         |
| time/                      |             |
|    fps                     | 656         |
|    iterations              | 29          |
|    time_elapsed            | 1447        |
|    total_timesteps         | 950272      |
| train/                     |             |
|    approx_kl               | 0.018003464 |
|    clip_fraction           | 0.207       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.68       |
|    explained_variance      | 0.567       |
|    learning_rate           | 0.0003      |
|    loss                    | 14.7        |
|    n_updates               | 280         |
|    policy_gradient_loss    | 0.00391     |
|    std                     | 0.558       |
|    value_loss              | 54.2        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0667      |
|    window_route_completion | 0.807       |
|    window_success          | 0.233       |
| paper/                     |             |
|    accel_variation         | 0.422       |
|    base_reward             | 355         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.388       |
|    lane_deviation          | 0.231       |
|    max_lane_deviation      | 0.87        |
|    mean_speed_kmh          | 15.9        |
|    min_ttc                 | 0.264       |
|    out_of_road             | 0           |
|    route_completion        | 0.703       |
|    shaped_reward           | -33.2       |
|    steering_variation      | 0.507       |
|    success                 | 0           |
|    ttc_risk                | 0.0296      |
| rollout/                   |             |
|    ep_len_mean             | 953         |
|    ep_rew_mean             | 72.9        |
|    success_rate            | 0.17        |
| time/                      |             |
|    fps                     | 659         |
|    iterations              | 30          |
|    time_elapsed            | 1489        |
|    total_timesteps         | 983040      |
| train/                     |             |
|    approx_kl               | 0.012246855 |
|    clip_fraction           | 0.201       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.64       |
|    explained_variance      | 0.7         |
|    learning_rate           | 0.0003      |
|    loss                    | 28.2        |
|    n_updates               | 290         |
|    policy_gradient_loss    | 0.00367     |
|    std                     | 0.554       |
|    value_loss              | 42.9        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.1         |
|    window_route_completion | 0.769       |
|    window_success          | 0.167       |
| paper/                     |             |
|    accel_variation         | 0.506       |
|    base_reward             | 351         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.442       |
|    lane_deviation          | 0.298       |
|    max_lane_deviation      | 0.8         |
|    mean_speed_kmh          | 17.2        |
|    min_ttc                 | 5.6         |
|    out_of_road             | 0           |
|    route_completion        | 0.647       |
|    shaped_reward           | 118         |
|    steering_variation      | 0.496       |
|    success                 | 0           |
|    ttc_risk                | 0.000461    |
| rollout/                   |             |
|    ep_len_mean             | 964         |
|    ep_rew_mean             | 69.3        |
|    success_rate            | 0.14        |
| time/                      |             |
|    fps                     | 662         |
|    iterations              | 31          |
|    time_elapsed            | 1532        |
|    total_timesteps         | 1015808     |
| train/                     |             |
|    approx_kl               | 0.012271792 |
|    clip_fraction           | 0.173       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.62       |
|    explained_variance      | 0.74        |
|    learning_rate           | 0.0003      |
|    loss                    | 17.6        |
|    n_updates               | 300         |
|    policy_gradient_loss    | 0.0016      |
|    std                     | 0.546       |
|    value_loss              | 47.8        |
--------------------------------------------
Wrapping the env in a DummyVecEnv.
/root/autodl-tmp/projects/sb3/stable-baselines3-master/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Wrapping the env in a DummyVecEnv.
Wrapping the env in a DummyVecEnv.
                       seed  success  route_completion  collision  out_of_road  cost      reward  shaped_reward  episode_length      speed  lane_deviation  steering_variation  accel_variation  ttc_risk   min_ttc
variant  algo density                                                                                                                                                                                              
proposed ppo  0.00     20.0     0.92          0.987880       0.00         0.00  0.00  421.459086     230.740046         1096.78  18.312256        0.323074            0.007515         0.224825  0.000000       NaN
              0.08     20.0     0.80          0.911202       0.14         0.00  0.14  384.771050     151.986288         1018.70  18.008311        0.317357            0.012187         0.229004  0.005003  5.693907
              0.15     20.0     0.52          0.783280       0.36         0.02  0.38  291.869506    -183.731704         1006.44  15.864649        0.406088            0.021568         0.313168  0.028501  1.956072
curve_source=tensorboard
saved_summary=outputs/defensive_proposed_s20s21_nenv32/evaluations/summary.csv
saved_figures=outputs/defensive_proposed_s20s21_nenv32/figures
saved_report=outputs/defensive_proposed_s20s21_nenv32/运行记录.md
