Using cuda device
/root/autodl-tmp/projects/sb3/stable-baselines3-master/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Logging to outputs/defensive_proposed_ttc10v18_s22s23_nenv32/runs/defensive_proposed_ppo_s22/tensorboard/proposed_ppo_s22_1
-----------------------------------------
| curriculum/                |          |
|    window_route_completion | 0.625       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.414       |
|    base_reward             | 247         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.355       |
|    lane_deviation          | 0.225       |
|    max_lane_deviation      | 0.858       |
|    mean_speed_kmh          | 11.1        |
|    min_ttc                 | 11.8        |
|    out_of_road             | 0           |
|    route_completion        | 0.457       |
|    shaped_reward           | 84.7        |
|    steering_variation      | 0.649       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 955         |
|    ep_rew_mean             | -12.4       |
|    success_rate            | 0.01        |
| time/                      |             |
|    fps                     | 1378        |
|    iterations              | 21          |
|    time_elapsed            | 499         |
|    total_timesteps         | 688128      |
| train/                     |             |
|    approx_kl               | 0.015646987 |
|    clip_fraction           | 0.18        |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.12       |
|    explained_variance      | 0.373       |
|    learning_rate           | 0.0003      |
|    loss                    | 14.1        |
|    n_updates               | 200         |
|    policy_gradient_loss    | 0.00181     |
|    std                     | 0.695       |
|    value_loss              | 76.2        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.133       |
|    window_route_completion | 0.613       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.412       |
|    base_reward             | 259         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.345       |
|    lane_deviation          | 0.274       |
|    max_lane_deviation      | 1.03        |
|    mean_speed_kmh          | 12.4        |
|    min_ttc                 | 0.164       |
|    out_of_road             | 0           |
|    route_completion        | 0.844       |
|    shaped_reward           | -157        |
|    steering_variation      | 0.6         |
|    success                 | 0           |
|    ttc_risk                | 0.0393      |
| rollout/                   |             |
|    ep_len_mean             | 955         |
|    ep_rew_mean             | -1.25       |
|    success_rate            | 0.01        |
| time/                      |             |
|    fps                     | 1337        |
|    iterations              | 22          |
|    time_elapsed            | 539         |
|    total_timesteps         | 720896      |
| train/                     |             |
|    approx_kl               | 0.031387582 |
|    clip_fraction           | 0.233       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.08       |
|    explained_variance      | 0.554       |
|    learning_rate           | 0.0003      |
|    loss                    | 13.4        |
|    n_updates               | 210         |
|    policy_gradient_loss    | 0.00763     |
|    std                     | 0.682       |
|    value_loss              | 23.5        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.133       |
|    window_route_completion | 0.629       |
|    window_success          | 0.0667      |
| paper/                     |             |
|    accel_variation         | 0.397       |
|    base_reward             | 241         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.36        |
|    lane_deviation          | 0.234       |
|    max_lane_deviation      | 0.847       |
|    mean_speed_kmh          | 11          |
|    min_ttc                 | 2.67        |
|    out_of_road             | 0           |
|    route_completion        | 0.658       |
|    shaped_reward           | -181        |
|    steering_variation      | 0.602       |
|    success                 | 0           |
|    ttc_risk                | 0.0423      |
| rollout/                   |             |
|    ep_len_mean             | 951         |
|    ep_rew_mean             | -12.6       |
|    success_rate            | 0.02        |
| time/                      |             |
|    fps                     | 1299        |
|    iterations              | 23          |
|    time_elapsed            | 580         |
|    total_timesteps         | 753664      |
| train/                     |             |
|    approx_kl               | 0.019901924 |
|    clip_fraction           | 0.169       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.04       |
|    explained_variance      | 0.559       |
|    learning_rate           | 0.0003      |
|    loss                    | 51.2        |
|    n_updates               | 220         |
|    policy_gradient_loss    | 0.00111     |
|    std                     | 0.67        |
|    value_loss              | 60.8        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.167       |
|    window_route_completion | 0.678       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.418       |
|    base_reward             | 291         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.363       |
|    lane_deviation          | 0.25        |
|    max_lane_deviation      | 0.868       |
|    mean_speed_kmh          | 13.6        |
|    min_ttc                 | 8.76        |
|    out_of_road             | 0           |
|    route_completion        | 0.593       |
|    shaped_reward           | 101         |
|    steering_variation      | 0.56        |
|    success                 | 0           |
|    ttc_risk                | 0.000183    |
| rollout/                   |             |
|    ep_len_mean             | 944         |
|    ep_rew_mean             | -13.2       |
|    success_rate            | 0.02        |
| time/                      |             |
|    fps                     | 1273        |
|    iterations              | 24          |
|    time_elapsed            | 617         |
|    total_timesteps         | 786432      |
| train/                     |             |
|    approx_kl               | 0.008799013 |
|    clip_fraction           | 0.132       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.01       |
|    explained_variance      | 0.685       |
|    learning_rate           | 0.0003      |
|    loss                    | 38.7        |
|    n_updates               | 230         |
|    policy_gradient_loss    | 0.000448    |
|    std                     | 0.66        |
|    value_loss              | 75.4        |
--------------------------------------------
-------------------------------------------
| curriculum/                |            |
|    stage                   | 2          |
|    window_cost             | 0.0333     |
|    window_route_completion | 0.717      |
|    window_success          | 0          |
| paper/                     |            |
|    accel_variation         | 0.418      |
|    base_reward             | 243        |
|    collision               | 0          |
|    crash_object            | 0          |
|    crash_vehicle           | 0          |
|    episode_cost            | 0          |
|    episode_length          | 1000       |
|    jerk                    | 0.372      |
|    lane_deviation          | 0.311      |
|    max_lane_deviation      | 1.09       |
|    mean_speed_kmh          | 12.2       |
|    min_ttc                 | 0.0333     |
|    out_of_road             | 0          |
|    route_completion        | 0.915      |
|    shaped_reward           | -220       |
|    steering_variation      | 0.538      |
|    success                 | 0          |
|    ttc_risk                | 0.0461     |
| rollout/                   |            |
|    ep_len_mean             | 953        |
|    ep_rew_mean             | -4.23      |
|    success_rate            | 0.02       |
| time/                      |            |
|    fps                     | 1238       |
|    iterations              | 25         |
|    time_elapsed            | 661        |
|    total_timesteps         | 819200     |
| train/                     |            |
|    approx_kl               | 0.02961614 |
|    clip_fraction           | 0.32       |
|    clip_range              | 0.2        |
|    entropy_loss            | -1.99      |
|    explained_variance      | 0.483      |
|    learning_rate           | 0.0003     |
|    loss                    | 31.2       |
|    n_updates               | 240        |
|    policy_gradient_loss    | 0.0194     |
|    std                     | 0.659      |
|    value_loss              | 50.9       |
-------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.1         |
|    window_route_completion | 0.591       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.436       |
|    base_reward             | 277         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.365       |
|    lane_deviation          | 0.335       |
|    max_lane_deviation      | 1.54        |
|    mean_speed_kmh          | 14.4        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.629       |
|    shaped_reward           | 51.2        |
|    steering_variation      | 0.562       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 963         |
|    ep_rew_mean             | 30          |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 1217        |
|    iterations              | 26          |
|    time_elapsed            | 699         |
|    total_timesteps         | 851968      |
| train/                     |             |
|    approx_kl               | 0.013590837 |
|    clip_fraction           | 0.212       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.96       |
|    explained_variance      | 0.667       |
|    learning_rate           | 0.0003      |
|    loss                    | 14.5        |
|    n_updates               | 250         |
|    policy_gradient_loss    | 0.00374     |
|    std                     | 0.647       |
|    value_loss              | 47.4        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.167       |
|    window_route_completion | 0.649       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.421       |
|    base_reward             | 75.2        |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 1           |
|    episode_length          | 408         |
|    jerk                    | 0.362       |
|    lane_deviation          | 0.44        |
|    max_lane_deviation      | 1.49        |
|    mean_speed_kmh          | 12.9        |
|    min_ttc                 | 10.3        |
|    out_of_road             | 1           |
|    route_completion        | 0.269       |
|    shaped_reward           | -173        |
|    steering_variation      | 0.528       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 964         |
|    ep_rew_mean             | 22.7        |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 1203        |
|    iterations              | 27          |
|    time_elapsed            | 734         |
|    total_timesteps         | 884736      |
| train/                     |             |
|    approx_kl               | 0.023580618 |
|    clip_fraction           | 0.221       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.92       |
|    explained_variance      | 0.563       |
|    learning_rate           | 0.0003      |
|    loss                    | 3.81        |
|    n_updates               | 260         |
|    policy_gradient_loss    | 0.0049      |
|    std                     | 0.632       |
|    value_loss              | 35          |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.133       |
|    window_route_completion | 0.675       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.431       |
|    base_reward             | 305         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.371       |
|    lane_deviation          | 0.298       |
|    max_lane_deviation      | 0.91        |
|    mean_speed_kmh          | 15          |
|    min_ttc                 | 8.54        |
|    out_of_road             | 0           |
|    route_completion        | 0.585       |
|    shaped_reward           | 91.1        |
|    steering_variation      | 0.539       |
|    success                 | 0           |
|    ttc_risk                | 0.00017     |
| rollout/                   |             |
|    ep_len_mean             | 947         |
|    ep_rew_mean             | 10.6        |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 1184        |
|    iterations              | 28          |
|    time_elapsed            | 774         |
|    total_timesteps         | 917504      |
| train/                     |             |
|    approx_kl               | 0.020532992 |
|    clip_fraction           | 0.212       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.89       |
|    explained_variance      | 0.562       |
|    learning_rate           | 0.0003      |
|    loss                    | 28          |
|    n_updates               | 270         |
|    policy_gradient_loss    | 0.00149     |
|    std                     | 0.626       |
|    value_loss              | 55.6        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.1         |
|    window_route_completion | 0.684       |
|    window_success          | 0.0333      |
| paper/                     |             |
|    accel_variation         | 0.458       |
|    base_reward             | 272         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.38        |
|    lane_deviation          | 0.377       |
|    max_lane_deviation      | 0.985       |
|    mean_speed_kmh          | 14.9        |
|    min_ttc                 | 7.93        |
|    out_of_road             | 0           |
|    route_completion        | 0.7         |
|    shaped_reward           | 43.4        |
|    steering_variation      | 0.523       |
|    success                 | 0           |
|    ttc_risk                | 0.000465    |
| rollout/                   |             |
|    ep_len_mean             | 952         |
|    ep_rew_mean             | 1.25        |
|    success_rate            | 0.01        |
| time/                      |             |
|    fps                     | 1171        |
|    iterations              | 29          |
|    time_elapsed            | 810         |
|    total_timesteps         | 950272      |
| train/                     |             |
|    approx_kl               | 0.012922306 |
|    clip_fraction           | 0.162       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.85       |
|    explained_variance      | 0.75        |
|    learning_rate           | 0.0003      |
|    loss                    | 18.6        |
|    n_updates               | 280         |
|    policy_gradient_loss    | -8.5e-05    |
|    std                     | 0.615       |
|    value_loss              | 71          |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.133       |
|    window_route_completion | 0.712       |
|    window_success          | 0.1         |
| paper/                     |             |
|    accel_variation         | 0.437       |
|    base_reward             | 278         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 921         |
|    jerk                    | 0.392       |
|    lane_deviation          | 0.402       |
|    max_lane_deviation      | 1.02        |
|    mean_speed_kmh          | 16          |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.987       |
|    shaped_reward           | 117         |
|    steering_variation      | 0.527       |
|    success                 | 1           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 960         |
|    ep_rew_mean             | 12.5        |
|    success_rate            | 0.04        |
| time/                      |             |
|    fps                     | 1165        |
|    iterations              | 30          |
|    time_elapsed            | 843         |
|    total_timesteps         | 983040      |
| train/                     |             |
|    approx_kl               | 0.024036318 |
|    clip_fraction           | 0.225       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.82       |
|    explained_variance      | 0.694       |
|    learning_rate           | 0.0003      |
|    loss                    | 19.8        |
|    n_updates               | 290         |
|    policy_gradient_loss    | 0.00177     |
|    std                     | 0.605       |
|    value_loss              | 47          |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.1         |
|    window_route_completion | 0.731       |
|    window_success          | 0.1         |
| paper/                     |             |
|    accel_variation         | 0.449       |
|    base_reward             | 373         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.4         |
|    lane_deviation          | 0.211       |
|    max_lane_deviation      | 0.777       |
|    mean_speed_kmh          | 16.3        |
|    min_ttc                 | 8.28        |
|    out_of_road             | 0           |
|    route_completion        | 0.684       |
|    shaped_reward           | 162         |
|    steering_variation      | 0.526       |
|    success                 | 0           |
|    ttc_risk                | 0.000173    |
| rollout/                   |             |
|    ep_len_mean             | 968         |
|    ep_rew_mean             | 29.3        |
|    success_rate            | 0.08        |
| time/                      |             |
|    fps                     | 1160        |
|    iterations              | 31          |
|    time_elapsed            | 875         |
|    total_timesteps         | 1015808     |
| train/                     |             |
|    approx_kl               | 0.015184121 |
|    clip_fraction           | 0.182       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.8        |
|    explained_variance      | 0.724       |
|    learning_rate           | 0.0003      |
|    loss                    | 27.4        |
|    n_updates               | 300         |
|    policy_gradient_loss    | 0.00369     |
|    std                     | 0.602       |
|    value_loss              | 56.3        |
--------------------------------------------
Wrapping the env in a DummyVecEnv.
/root/autodl-tmp/projects/sb3/stable-baselines3-master/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Wrapping the env in a DummyVecEnv.
Wrapping the env in a DummyVecEnv.
                       seed  success  route_completion  collision  out_of_road  cost      reward  shaped_reward  episode_length      speed  lane_deviation  steering_variation  accel_variation  ttc_risk   min_ttc
variant  algo density                                                                                                                                                                                              
proposed ppo  0.00     22.0     0.92          0.987788       0.00         0.00  0.00  505.465317     315.236085         1097.68  18.286608        0.170588            0.039601         0.240064  0.000000       NaN
              0.08     22.0     0.86          0.954199       0.04         0.00  0.04  467.043873     191.556191         1099.24  17.734289        0.222371            0.044236         0.256900  0.009191  5.419362
              0.15     22.0     0.50          0.801827       0.28         0.08  0.36  308.647791    -169.774674         1021.26  15.798006        0.391366            0.054379         0.292839  0.032650  1.826954
curve_source=tensorboard
saved_summary=outputs/defensive_proposed_ttc10v18_s22s23_nenv32/evaluations/summary.csv
saved_figures=outputs/defensive_proposed_ttc10v18_s22s23_nenv32/figures
saved_report=outputs/defensive_proposed_ttc10v18_s22s23_nenv32/运行记录.md
