Using cuda device
/root/autodl-tmp/projects/sb3/stable-baselines3-master/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Logging to outputs/stage1000_true_proposed_s10s11_independent_nenv32/runs/proposed_ppo_s11/tensorboard/proposed_ppo_s11_1
-----------------------------------------
| curriculum/                |          |
|    accel_variation         | 0.396       |
|    base_reward             | 320         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.323       |
|    lane_deviation          | 0.157       |
|    max_lane_deviation      | 0.814       |
|    mean_speed_kmh          | 13.3        |
|    min_ttc                 | 2.4         |
|    out_of_road             | 0           |
|    route_completion        | 0.865       |
|    shaped_reward           | 108         |
|    steering_variation      | 0.58        |
|    success                 | 0           |
|    ttc_risk                | 0.01        |
| rollout/                   |             |
|    ep_len_mean             | 963         |
|    ep_rew_mean             | 72.1        |
|    success_rate            | 0.01        |
| time/                      |             |
|    fps                     | 606         |
|    iterations              | 21          |
|    time_elapsed            | 1133        |
|    total_timesteps         | 688128      |
| train/                     |             |
|    approx_kl               | 0.038117692 |
|    clip_fraction           | 0.222       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.86       |
|    explained_variance      | 0.439       |
|    learning_rate           | 0.0003      |
|    loss                    | 19.4        |
|    n_updates               | 200         |
|    policy_gradient_loss    | 0.00207     |
|    std                     | 0.608       |
|    value_loss              | 21.8        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0333      |
|    window_route_completion | 0.696       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.381       |
|    base_reward             | 376         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.337       |
|    lane_deviation          | 0.246       |
|    max_lane_deviation      | 1.31        |
|    mean_speed_kmh          | 17.6        |
|    min_ttc                 | 17.6        |
|    out_of_road             | 0           |
|    route_completion        | 0.799       |
|    shaped_reward           | 146         |
|    steering_variation      | 0.539       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 976         |
|    ep_rew_mean             | 97.2        |
|    success_rate            | 0.02        |
| time/                      |             |
|    fps                     | 584         |
|    iterations              | 22          |
|    time_elapsed            | 1232        |
|    total_timesteps         | 720896      |
| train/                     |             |
|    approx_kl               | 0.014330155 |
|    clip_fraction           | 0.242       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.79       |
|    explained_variance      | 0.321       |
|    learning_rate           | 0.0003      |
|    loss                    | 3.14        |
|    n_updates               | 210         |
|    policy_gradient_loss    | 0.00432     |
|    std                     | 0.586       |
|    value_loss              | 19.3        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0667      |
|    window_route_completion | 0.778       |
|    window_success          | 0.1         |
| paper/                     |             |
|    accel_variation         | 0.421       |
|    base_reward             | 376         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.367       |
|    lane_deviation          | 0.177       |
|    max_lane_deviation      | 0.767       |
|    mean_speed_kmh          | 16          |
|    min_ttc                 | 5.91        |
|    out_of_road             | 0           |
|    route_completion        | 0.738       |
|    shaped_reward           | 171         |
|    steering_variation      | 0.549       |
|    success                 | 0           |
|    ttc_risk                | 1.51e-05    |
| rollout/                   |             |
|    ep_len_mean             | 966         |
|    ep_rew_mean             | 114         |
|    success_rate            | 0.05        |
| time/                      |             |
|    fps                     | 567         |
|    iterations              | 23          |
|    time_elapsed            | 1327        |
|    total_timesteps         | 753664      |
| train/                     |             |
|    approx_kl               | 0.025323795 |
|    clip_fraction           | 0.223       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.73       |
|    explained_variance      | 0.508       |
|    learning_rate           | 0.0003      |
|    loss                    | 12.1        |
|    n_updates               | 220         |
|    policy_gradient_loss    | 0.00535     |
|    std                     | 0.574       |
|    value_loss              | 12.4        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.1         |
|    window_route_completion | 0.774       |
|    window_success          | 0.2         |
| paper/                     |             |
|    accel_variation         | 0.387       |
|    base_reward             | 381         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 923         |
|    jerk                    | 0.325       |
|    lane_deviation          | 0.211       |
|    max_lane_deviation      | 0.766       |
|    mean_speed_kmh          | 17.3        |
|    min_ttc                 | 10.2        |
|    out_of_road             | 0           |
|    route_completion        | 0.989       |
|    shaped_reward           | 228         |
|    steering_variation      | 0.538       |
|    success                 | 1           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 954         |
|    ep_rew_mean             | 124         |
|    success_rate            | 0.1         |
| time/                      |             |
|    fps                     | 545         |
|    iterations              | 24          |
|    time_elapsed            | 1440        |
|    total_timesteps         | 786432      |
| train/                     |             |
|    approx_kl               | 0.014168667 |
|    clip_fraction           | 0.191       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.7        |
|    explained_variance      | 0.571       |
|    learning_rate           | 0.0003      |
|    loss                    | 6.42        |
|    n_updates               | 230         |
|    policy_gradient_loss    | 0.00505     |
|    std                     | 0.561       |
|    value_loss              | 21.6        |
--------------------------------------------
-------------------------------------------
| curriculum/                |            |
|    stage                   | 2          |
|    window_cost             | 0.0667     |
|    window_route_completion | 0.823      |
|    window_success          | 0.2        |
| paper/                     |            |
|    accel_variation         | 0.402      |
|    base_reward             | 410        |
|    collision               | 0          |
|    crash_object            | 0          |
|    crash_vehicle           | 0          |
|    episode_cost            | 0          |
|    episode_length          | 1000       |
|    jerk                    | 0.327      |
|    lane_deviation          | 0.187      |
|    max_lane_deviation      | 0.855      |
|    mean_speed_kmh          | 17.4       |
|    min_ttc                 | 2.22       |
|    out_of_road             | 0          |
|    route_completion        | 0.88       |
|    shaped_reward           | 174        |
|    steering_variation      | 0.512      |
|    success                 | 0          |
|    ttc_risk                | 0.00429    |
| rollout/                   |            |
|    ep_len_mean             | 945        |
|    ep_rew_mean             | 136        |
|    success_rate            | 0.17       |
| time/                      |            |
|    fps                     | 530        |
|    iterations              | 25         |
|    time_elapsed            | 1543       |
|    total_timesteps         | 819200     |
| train/                     |            |
|    approx_kl               | 0.05303139 |
|    clip_fraction           | 0.262      |
|    clip_range              | 0.2        |
|    entropy_loss            | -1.64      |
|    explained_variance      | 0.41       |
|    learning_rate           | 0.0003     |
|    loss                    | 34.4       |
|    n_updates               | 240        |
|    policy_gradient_loss    | 0.00792    |
|    std                     | 0.547      |
|    value_loss              | 30.5       |
-------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0333      |
|    window_route_completion | 0.836       |
|    window_success          | 0.2         |
| paper/                     |             |
|    accel_variation         | 0.418       |
|    base_reward             | 337         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 782         |
|    jerk                    | 0.367       |
|    lane_deviation          | 0.172       |
|    max_lane_deviation      | 0.597       |
|    mean_speed_kmh          | 17.4        |
|    min_ttc                 | 4.49        |
|    out_of_road             | 0           |
|    route_completion        | 0.988       |
|    shaped_reward           | 219         |
|    steering_variation      | 0.498       |
|    success                 | 1           |
|    ttc_risk                | 0.00123     |
| rollout/                   |             |
|    ep_len_mean             | 930         |
|    ep_rew_mean             | 149         |
|    success_rate            | 0.2         |
| time/                      |             |
|    fps                     | 519         |
|    iterations              | 26          |
|    time_elapsed            | 1641        |
|    total_timesteps         | 851968      |
| train/                     |             |
|    approx_kl               | 0.014070567 |
|    clip_fraction           | 0.247       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.59       |
|    explained_variance      | 0.582       |
|    learning_rate           | 0.0003      |
|    loss                    | 4.62        |
|    n_updates               | 250         |
|    policy_gradient_loss    | 0.00707     |
|    std                     | 0.533       |
|    value_loss              | 17.7        |
--------------------------------------------
-------------------------------------------
| curriculum/                |            |
|    stage                   | 2          |
|    window_cost             | 0.1        |
|    window_route_completion | 0.82       |
|    window_success          | 0.3        |
| paper/                     |            |
|    accel_variation         | 0.443      |
|    base_reward             | 383        |
|    collision               | 0          |
|    crash_object            | 0          |
|    crash_vehicle           | 0          |
|    episode_cost            | 0          |
|    episode_length          | 1000       |
|    jerk                    | 0.408      |
|    lane_deviation          | 0.3        |
|    max_lane_deviation      | 0.988      |
|    mean_speed_kmh          | 18.8       |
|    min_ttc                 | nan        |
|    out_of_road             | 0          |
|    route_completion        | 0.658      |
|    shaped_reward           | 135        |
|    steering_variation      | 0.471      |
|    success                 | 0          |
|    ttc_risk                | 0          |
| rollout/                   |            |
|    ep_len_mean             | 942        |
|    ep_rew_mean             | 159        |
|    success_rate            | 0.23       |
| time/                      |            |
|    fps                     | 511        |
|    iterations              | 27         |
|    time_elapsed            | 1730       |
|    total_timesteps         | 884736     |
| train/                     |            |
|    approx_kl               | 0.06397269 |
|    clip_fraction           | 0.258      |
|    clip_range              | 0.2        |
|    entropy_loss            | -1.54      |
|    explained_variance      | 0.523      |
|    learning_rate           | 0.0003     |
|    loss                    | 2.44       |
|    n_updates               | 260        |
|    policy_gradient_loss    | 0.0102     |
|    std                     | 0.521      |
|    value_loss              | 19         |
-------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.133       |
|    window_route_completion | 0.792       |
|    window_success          | 0.133       |
| paper/                     |             |
|    accel_variation         | 0.446       |
|    base_reward             | 387         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.384       |
|    lane_deviation          | 0.266       |
|    max_lane_deviation      | 0.798       |
|    mean_speed_kmh          | 18.2        |
|    min_ttc                 | 3.03        |
|    out_of_road             | 0           |
|    route_completion        | 0.754       |
|    shaped_reward           | 134         |
|    steering_variation      | 0.523       |
|    success                 | 0           |
|    ttc_risk                | 0.00471     |
| rollout/                   |             |
|    ep_len_mean             | 927         |
|    ep_rew_mean             | 144         |
|    success_rate            | 0.21        |
| time/                      |             |
|    fps                     | 499         |
|    iterations              | 28          |
|    time_elapsed            | 1835        |
|    total_timesteps         | 917504      |
| train/                     |             |
|    approx_kl               | 0.053558007 |
|    clip_fraction           | 0.219       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.51       |
|    explained_variance      | 0.687       |
|    learning_rate           | 0.0003      |
|    loss                    | 4.84        |
|    n_updates               | 270         |
|    policy_gradient_loss    | 0.00503     |
|    std                     | 0.515       |
|    value_loss              | 12.8        |
--------------------------------------------
-------------------------------------------
| curriculum/                |            |
|    stage                   | 2          |
|    window_cost             | 0.1        |
|    window_route_completion | 0.797      |
|    window_success          | 0.2        |
| paper/                     |            |
|    accel_variation         | 0.491      |
|    base_reward             | 156        |
|    collision               | 0          |
|    crash_object            | 0          |
|    crash_vehicle           | 0          |
|    episode_cost            | 1          |
|    episode_length          | 415        |
|    jerk                    | 0.395      |
|    lane_deviation          | 0.232      |
|    max_lane_deviation      | 1.04       |
|    mean_speed_kmh          | 18.5       |
|    min_ttc                 | 9.95       |
|    out_of_road             | 1          |
|    route_completion        | 0.418      |
|    shaped_reward           | -64        |
|    steering_variation      | 0.508      |
|    success                 | 0          |
|    ttc_risk                | 0          |
| rollout/                   |            |
|    ep_len_mean             | 930        |
|    ep_rew_mean             | 137        |
|    success_rate            | 0.22       |
| time/                      |            |
|    fps                     | 483        |
|    iterations              | 29         |
|    time_elapsed            | 1965       |
|    total_timesteps         | 950272     |
| train/                     |            |
|    approx_kl               | 0.02604547 |
|    clip_fraction           | 0.201      |
|    clip_range              | 0.2        |
|    entropy_loss            | -1.48      |
|    explained_variance      | 0.493      |
|    learning_rate           | 0.0003     |
|    loss                    | 4.69       |
|    n_updates               | 280        |
|    policy_gradient_loss    | 0.00139    |
|    std                     | 0.506      |
|    value_loss              | 28.5       |
-------------------------------------------
-------------------------------------------
| curriculum/                |            |
|    stage                   | 2          |
|    window_cost             | 0.2        |
|    window_route_completion | 0.794      |
|    window_success          | 0.167      |
| paper/                     |            |
|    accel_variation         | 0.472      |
|    base_reward             | 313        |
|    collision               | 0          |
|    crash_object            | 0          |
|    crash_vehicle           | 0          |
|    episode_cost            | 1          |
|    episode_length          | 848        |
|    jerk                    | 0.389      |
|    lane_deviation          | 0.285      |
|    max_lane_deviation      | 2          |
|    mean_speed_kmh          | 18.5       |
|    min_ttc                 | 5.92       |
|    out_of_road             | 1          |
|    route_completion        | 0.702      |
|    shaped_reward           | -47.6      |
|    steering_variation      | 0.458      |
|    success                 | 0          |
|    ttc_risk                | 1.62e-05   |
| rollout/                   |            |
|    ep_len_mean             | 922        |
|    ep_rew_mean             | 132        |
|    success_rate            | 0.16       |
| time/                      |            |
|    fps                     | 471        |
|    iterations              | 30         |
|    time_elapsed            | 2086       |
|    total_timesteps         | 983040     |
| train/                     |            |
|    approx_kl               | 0.02729411 |
|    clip_fraction           | 0.185      |
|    clip_range              | 0.2        |
|    entropy_loss            | -1.41      |
|    explained_variance      | 0.507      |
|    learning_rate           | 0.0003     |
|    loss                    | 3.96       |
|    n_updates               | 290        |
|    policy_gradient_loss    | 0.0017     |
|    std                     | 0.492      |
|    value_loss              | 23.5       |
-------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0667      |
|    window_route_completion | 0.828       |
|    window_success          | 0.167       |
| paper/                     |             |
|    accel_variation         | 0.476       |
|    base_reward             | 389         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.404       |
|    lane_deviation          | 0.223       |
|    max_lane_deviation      | 0.994       |
|    mean_speed_kmh          | 17.8        |
|    min_ttc                 | 2.93        |
|    out_of_road             | 0           |
|    route_completion        | 0.741       |
|    shaped_reward           | 147         |
|    steering_variation      | 0.448       |
|    success                 | 0           |
|    ttc_risk                | 0.00331     |
| rollout/                   |             |
|    ep_len_mean             | 930         |
|    ep_rew_mean             | 147         |
|    success_rate            | 0.15        |
| time/                      |             |
|    fps                     | 466         |
|    iterations              | 31          |
|    time_elapsed            | 2175        |
|    total_timesteps         | 1015808     |
| train/                     |             |
|    approx_kl               | 0.018556416 |
|    clip_fraction           | 0.236       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.38       |
|    explained_variance      | 0.45        |
|    learning_rate           | 0.0003      |
|    loss                    | 6.9         |
|    n_updates               | 300         |
|    policy_gradient_loss    | 0.00547     |
|    std                     | 0.484       |
|    value_loss              | 29          |
--------------------------------------------
Wrapping the env in a DummyVecEnv.
/root/autodl-tmp/projects/sb3/stable-baselines3-master/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Wrapping the env in a DummyVecEnv.
Wrapping the env in a DummyVecEnv.
                       seed  success  route_completion  collision  out_of_road  cost      reward  shaped_reward  episode_length      speed  lane_deviation  steering_variation  accel_variation  ttc_risk   min_ttc
variant  algo density                                                                                                                                                                                              
proposed ppo  0.00     10.5     0.84          0.974494       0.00         0.00  0.00  548.914020     340.654069          972.28  20.252373        0.068722            0.017037         0.227283  0.000000       NaN
              0.08     10.5     0.77          0.934403       0.07         0.00  0.07  519.606033     303.475884          942.34  20.011358        0.079788            0.021592         0.231747  0.002093  5.468919
              0.15     10.5     0.51          0.791641       0.38         0.02  0.40  403.146315     140.769633          845.84  18.358196        0.129115            0.030087         0.266825  0.010725  2.610408
curve_source=tensorboard
saved_summary=outputs/stage1000_true_proposed_s10s11_independent_nenv32/evaluations/summary.csv
saved_figures=outputs/stage1000_true_proposed_s10s11_independent_nenv32/figures
saved_report=outputs/stage1000_true_proposed_s10s11_independent_nenv32/运行记录.md
